,Magnetic Field (Oe),True Field (Oe)
760,3547.756,3559.920744792146
761,3525.723,3538.1790895943514
762,3501.996,3513.1429997931605
763,3478.8335,3489.6691233685137
764,3457.366,3466.0916564205872
765,3435.8985,3446.9143449721373
766,3415.4185,3418.6673754773574
767,3392.6795,3396.847392524703
768,3369.799,3379.0888723594985
769,3349.6035,3355.735362819326
770,3327.8545,3324.592422430435
771,3304.268,3309.7654961901126
772,3283.083,3289.249652014969
773,3262.32,3259.563910656364
774,3239.44,3232.8557140904504
775,3217.5495,3219.124803036165
776,3195.7995,3191.249783890005
777,3175.4635,3169.00048414363
778,3154.1365,3145.8685356119568
779,3131.255,3122.7203659583956
780,3128.289,3834.552826411042
781,3122.781,3119.9595657816158
782,3097.359,3093.0903296671363
783,3073.773,3072.911133147887
784,3051.6005,3051.941271959214
785,3029.2845,3026.0096243684075
786,3007.108,3000.2001923885277
787,2985.9235,2978.453697972395
788,2964.599,2959.6958273800283
789,2942.2845,2925.1971092361255
790,2919.4035,2911.1062749258062
791,2899.066,2888.8468452550946
792,2878.305,2868.186512494765
793,2854.294,2839.08483127876
794,2832.403,2817.4514273383334
795,2812.771,2789.751629191946
796,2791.7265,2773.930116557732
797,2769.5545,2749.97273597588
798,2760.0925,3208.8986359920004
799,2750.2045,2733.6299986973318
800,2728.5955,2708.7962647811164
801,2706.1395,2682.0341927760255
802,2683.26,2655.6866062239596
803,2661.7915,2638.1894371089193
804,2639.8985,2619.2287887805705
805,2617.5845,2593.2296817431934
806,2594.705,2571.7847295306574
807,2573.9435,2547.553302252019
808,2552.335,2530.773536059452
809,2553.8885,2588.329726830962
810,2555.583,2532.812608809781
811,2530.443,2512.3110365359753
812,2507.7045,2487.1592522627157
813,2484.966,2456.5120619590625
814,2412.652,2386.169458573823
815,2397.823,2369.071891368029
816,2373.6725,2345.3593806386984
817,2351.216,2318.25639073133
818,2329.608,2300.195227286578
819,2308.2805,2273.860086240504
820,2285.965,2254.611529935124
821,2263.3675,2227.781180092602
822,2240.9105,2207.3423235478385
823,2220.1505,2181.1932173238183
824,2198.2595,2156.2371069410783
825,2176.0845,2134.8791755878974
826,2154.7575,2117.0449712222776
827,2133.29,2088.5553498353106
828,2111.6815,2067.53682103165
829,2088.8025,2042.077115173189
830,2067.334,2019.8049535040527
831,2044.735,2002.0255913084557
832,2021.008,1978.5068807187552
833,2001.659,1954.8133071639775
834,1983.299,1933.0957157154069
835,1970.7295,2404.55543191861
836,1908.303,1864.6824346725452
837,1846.583,1817.1654395889882
838,1839.097,1794.8149983393482
839,1825.539,1771.567795165856
840,1805.9075,1753.344811312334
841,1783.0275,1729.3556883347726
842,1778.932,1897.193231113313
843,1719.753,1695.502130984834
844,1656.48,1625.1731833190613
845,1651.113,1601.7012829218065
846,1636.99,1580.6777343142585
847,1614.9585,1555.9709780549367
848,1594.0545,1534.976275523355
849,1574.138,1513.29503140433
850,1552.1065,1488.7665221970515
851,1529.7925,1461.8852091408571
852,1509.0305,1440.958939816069
853,1494.3415,1438.9216301967485
854,1483.4655,1419.1312945049165
855,1465.2465,1402.6822459676682
856,1443.638,1379.6759832474886
857,1422.1695,1352.6796956526218
858,1399.2905,1331.5636813887854
859,1377.541,1308.6417373013953
860,1356.6365,1283.7516841893248
861,1333.756,1263.0257834527522
862,1312.289,1240.1823859325182
863,1291.245,1217.3907354037847
864,1268.506,1196.3379682857446
865,1247.4625,1172.1922688120237
866,1225.9945,1148.8095278463707
867,1203.962,1127.8982380196658
868,1182.918,1103.5157788967774
869,1161.874,1083.0508687465722
870,1140.4055,1060.0711661826886
871,1132.496,1355.7346417241642
872,1074.873,1021.7257054615093
873,1013.9995,955.7377915771707
874,1007.784,932.7892475080223
875,991.966,909.4286153270609
876,970.4995,884.4570680783601
877,950.7265,863.3580532019453
878,929.682,841.6194763165311
879,907.7905,819.1285439189128
880,886.7465,796.7624060964503
881,865.8435,774.688471818675
882,843.6695,751.9856081085405
883,820.93,729.4364687229975
884,799.886,707.774895204218
885,780.677,685.8651493963607
886,760.0565,664.2621967818433
887,739.5775,641.4477773360605
888,717.968,619.0090208253564
889,694.8055,596.9360955991091
890,672.914,576.117679810857
891,653.1415,553.4419173414541
892,646.645,561.9686068477494
