,Magnetic Field (Oe),True Field (Oe)
264,23989.5595,24774.94861703559
265,23969.5035,24722.061237078316
266,23949.7305,24714.37080826429
267,23927.558,24674.260515432932
268,23904.96,24631.094534075903
269,23883.7745,24610.295303699953
270,23863.4375,24578.031224122904
271,23841.831,24536.57891748581
272,23819.6585,24558.231625168974
273,23799.179,24577.001119788194
274,23778.5585,24508.42821717716
275,23756.668,24492.551574992165
276,23735.06,24462.51609559123
277,23715.711,24467.06204858434
278,23694.667,24431.988509716106
279,23673.0585,24406.381003078284
280,23652.863,24402.68464887414
281,23632.5255,24366.819434290745
282,23611.624,24337.990170199595
283,23589.452,24309.689358008392
284,23568.549,24308.62762971501
285,23546.798,24284.0948132417
286,23525.4725,24290.76443535645
287,23505.7,24249.364597674954
288,23485.6455,24213.16660412127
289,23464.036,24161.442352692575
290,23442.286,24158.08085712619
291,23421.244,24172.40254499147
292,23398.788,24110.133692933712
293,23378.168,24162.15238202445
294,23358.96,24088.87650942666
295,23338.4825,24049.930206466433
296,23317.298,24088.28208503838
297,23296.8185,24030.951176698152
298,23274.9275,23969.097618680968
299,23253.32,23983.170804760386
300,23233.83,23926.895201860458
301,23212.504,23958.73857275027
302,23191.461,23934.496186132932
303,23170.841,23875.65440792897
304,23149.092,23860.382065734648
305,23127.342,23832.311191460325
306,23106.8625,23825.228239822856
307,23087.2325,23795.43244296956
308,23066.332,23799.269470445284
309,23044.864,23741.235311006167
310,23023.6765,23736.479456164358
311,23003.338,23692.240206250928
312,22982.296,23672.9266623405
313,22960.9715,23662.297767983757
314,22940.6345,23651.679526667816
315,22919.874,23626.904185704283
316,22899.5375,23550.708073385995
317,22879.058,23558.196229709556
318,22858.4365,23573.46145366144
319,22837.252,23519.457768085027
320,22816.0675,23524.689586018572
321,22795.0235,23467.848604406587
322,22774.8275,23446.28398503486
323,22753.3615,23487.05507285299
324,22732.742,23475.946760319865
325,22712.2625,23404.790450177356
326,22690.371,23422.36527220072
327,22670.033,23383.645314993017
328,22649.414,23320.524304586517
329,22628.371,23266.694902243107
330,22606.904,23293.83532388946
331,22586.567,23320.42280589876
332,22566.2305,23294.81029073339
333,22544.4805,23222.938558025424
334,22523.577,23235.28125416142
335,22504.6525,23248.87261577413
336,22484.0335,23143.971043287667
337,22462.707,23133.585333145464
338,22441.664,23149.039858432978
339,22420.9045,23131.58573099592
340,22400.283,23125.706072761663
341,22379.0965,23103.891180974922
342,22359.3245,23051.458731591894
343,22338.7065,22987.892925621865
344,22316.8155,22986.679270629153
345,22295.911,22947.71690649292
346,22275.4335,22953.636115628196
347,22254.1085,22940.17296989634
348,22232.5,22911.29344771504
349,22213.0115,22871.843292847232
350,22193.5205,22883.346565944517
351,22172.759,22825.38096162714
352,22152.9885,22797.012080584274
353,22131.5205,22781.048397933184
354,22109.911,22777.741881314727
355,22089.575,22730.276394116994
356,22068.8135,22730.99353944948
357,22047.7685,22706.35014705871
358,22026.161,22695.544638586245
359,22007.5195,22668.581453273397
360,21987.041,22680.321690289533
361,21964.302,22606.798279101982
362,21944.388,22648.695454993624
363,21925.181,22574.253401716105
364,21903.9965,22599.94740986258
365,21883.8,22575.951107264034
366,21862.6145,22536.310585583986
367,21841.006,22488.762254121662
368,21821.376,22489.164436400224
369,21800.051,22500.485017544535
370,21779.289,22422.29680946678
371,21759.9405,22417.882577984758
372,21740.0275,22410.747371526082
373,21718.1355,22357.29652573707
374,21696.8095,22382.783513358423
375,21676.754,22332.117737893128
376,21657.4065,22321.25576567847
377,21636.646,22258.76513378525
378,21614.1895,22259.942552369197
379,21593.571,22250.48905137906
380,21573.5155,22237.842314477464
381,21552.6125,22197.09653757496
382,21532.4165,22200.924928853234
383,21512.3605,22175.52771919337
384,21491.3175,22163.969518098267
385,21470.839,22142.167655175734
386,21451.207,22129.139184685846
387,21430.7305,22084.318956854928
388,21409.546,22079.995830944412
389,21387.9365,22024.003105509022
390,21367.74,21988.400568850084
391,21348.533,22001.92526929364
392,21327.49,21996.400876966745
393,21307.153,21952.78372941848
394,21286.3915,21926.92811683299
395,21265.207,21958.406344090177
396,21245.4345,21859.049384731177
397,21223.4015,21819.767780503065
398,21201.9355,21829.657584826567
399,21182.586,21824.80260176289
400,21161.4005,21783.1174308329
401,21141.0645,21787.529057330907
402,21121.5745,21727.724606626307
403,21100.39,21695.42782890444
404,21079.0635,21716.659415326514
405,21059.8565,21704.39878364856
406,21038.39,21693.023490807325
407,21017.0635,21667.039030514978
408,20997.4335,21602.73918813163
409,20975.966,21622.162412257137
